state_entity_id,event_id,kind,display,polled_on,term_end_estimated,data_status,notes
odisha,assembly-1980,assembly,Odisha Assembly · June 1980,1980-06-01,1985-05-31,complete,"147 ACs. Public page gives only year-level polling context, so the event id retains the panel month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3)."
odisha,assembly-2024,assembly,Odisha Assembly · May-June 2024,2024-06-01,2029-05-31,complete,Held concurrently with Parliament 2024 across 4 phases.
odisha,assembly-1985,assembly,Odisha Assembly · March 1985,1985-03-05,1990-03-04,complete,147 ACs in the panel. Public page records polling on 5 March 1985 and notes that Kakatpur and Keonjhar were affected by candidate deaths in the initial poll. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
odisha,assembly-1995,assembly,Odisha Assembly · March 1995,1995-03-09,2000-03-08,complete,147 ACs. Poll held on 7 and 9 March 1995; event date uses the final polling day. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
odisha,assembly-1977,assembly,Odisha Assembly · October 1977,1977-10-01,1982-09-30,complete,"147 ACs. Public page gives only year-level polling context, so the event id retains the panel month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3)."
odisha,general-2019,parliament,Odisha · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
odisha,general-2024,parliament,Odisha · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
puducherry,assembly-1996,assembly,Puducherry Assembly · April 1996,1996-04-27,2001-04-26,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-2011,assembly,Puducherry Assembly · April 2011,2011-04-13,2016-04-12,complete,30 ACs. Public page records polling on 13 April 2011; event id follows the public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
puducherry,assembly-2021,assembly,Puducherry Assembly · April 2021,2021-04-06,2026-04-05,complete,Single-phase poll on 6 April 2021. 30 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
puducherry,assembly-1990,assembly,Puducherry Assembly · February 1990,1990-02-27,1995-02-26,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-1991,assembly,Puducherry Assembly · June 1991,1991-06-15,1996-06-14,complete,30 ACs. Public page records polling on 15 June 1991; event id follows the public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-1980,assembly,Puducherry Assembly · March 1980,1980-03-01,1985-02-28,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-1985,assembly,Puducherry Assembly · May 1985,1985-05-03,1990-05-02,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-2001,assembly,Puducherry Assembly · May 2001,2001-05-10,2006-05-09,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-2006,assembly,Puducherry Assembly · May 2006,2006-05-08,2011-05-07,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,assembly-2016,assembly,Puducherry Assembly · May 2016,2016-05-16,2021-05-15,complete,Single-phase poll on 16 May 2016. 30 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
puducherry,assembly-2026,assembly,Puducherry Assembly · May 2026,2026-05-08,2031-05-07,complete,Puducherry is a Union Territory with a 30-seat elected Legislative Assembly plus 3 LG-nominated members.
puducherry,assembly-1977,assembly,Puducherry Assembly · October 1977,1977-10-06,1982-10-05,complete,30 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
puducherry,general-2024,parliament,Puducherry · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
punjab,assembly-1992,assembly,Punjab Assembly · February 1992,1992-02-01,1997-01-31,complete,117 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3). Poll day recorded as first of month because the public page gives year-level date context.
punjab,assembly-1997,assembly,Punjab Assembly · February 1997,1997-02-07,2002-02-06,complete,117 ACs. Poll held on 7 February 1997. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
punjab,assembly-2002,assembly,Punjab Assembly · February 2002,2002-02-13,2007-02-12,complete,117 ACs. Poll held on 13 February 2002. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
punjab,assembly-2017,assembly,Punjab Assembly · February 2017,2017-02-04,2022-02-03,complete,Single-phase poll on 4 February 2017. 117 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
punjab,assembly-2022,assembly,Punjab Assembly · February 2022,2022-02-20,2027-02-19,complete,Single-phase poll on 20 February 2022. 117 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
punjab,assembly-2007,assembly,Punjab Assembly · January 2007,2007-01-30,2012-01-29,complete,116 contested ACs in the panel slice. Poll held on 30 January 2007. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
punjab,assembly-2012,assembly,Punjab Assembly · January 2012,2012-01-30,2017-01-29,complete,117 ACs. Poll held on 30 January 2012; event id follows the public polling month rather than the panel's counting-month value. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
punjab,assembly-1980,assembly,Punjab Assembly · May 1980,1980-05-01,1985-04-30,complete,117 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3). Poll day recorded as first of month because the public page gives year-level date context.
punjab,assembly-1977,assembly,Punjab Assembly · October 1977,1977-10-01,1982-09-30,complete,117 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3). Poll day recorded as first of month because the public page gives year-level date context.
punjab,assembly-1985,assembly,Punjab Assembly · September 1985,1985-09-26,1990-09-25,complete,117 ACs. Poll held on 26 September 1985; event id follows the public polling month rather than the panel's month value. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
punjab,general-2019,parliament,Punjab · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
punjab,general-2024,parliament,Punjab · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
rajasthan,assembly-2003,assembly,Rajasthan Assembly · December 2003,2003-12-01,2008-11-30,complete,200 ACs. Poll held on 1 December 2003. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-2008,assembly,Rajasthan Assembly · December 2008,2008-12-04,2013-12-03,complete,200 ACs. Poll held on 4 December 2008. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
rajasthan,assembly-2013,assembly,Rajasthan Assembly · December 2013,2013-12-13,2018-12-12,complete,"200 ACs. Main poll held on 1 December 2013; Churu was postponed to 13 December 2013 after a candidate death, and the event date records the final polling day. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4)."
rajasthan,assembly-2018,assembly,Rajasthan Assembly · December 2018,2018-12-07,2023-12-06,complete,199 contested ACs. Poll held on 7 December 2018; Ramgarh was adjourned and held on 28 January 2019. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
rajasthan,assembly-1990,assembly,Rajasthan Assembly · February 1990,1990-02-27,1995-02-26,complete,200 ACs. Poll held on 27 February 1990. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-1977,assembly,Rajasthan Assembly · June 1977,1977-06-10,1982-06-09,complete,200 ACs. Poll held on 10 June 1977; event id follows the public polling month rather than the panel's month value. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-1980,assembly,Rajasthan Assembly · May 1980,1980-05-31,1985-05-30,complete,200 ACs. Two-phase poll on 28 and 31 May 1980; event date records the final polling day. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-1985,assembly,Rajasthan Assembly · May 1985,1985-05-03,1990-05-02,complete,200 ACs. Poll held on 3 May 1985. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-1993,assembly,Rajasthan Assembly · November 1993,1993-11-11,1998-11-10,complete,199 contested ACs. Poll held on 11 November 1993; Rajakhera was postponed after a candidate death. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-1998,assembly,Rajasthan Assembly · November 1998,1998-11-25,2003-11-24,complete,200 ACs. Poll held on 25 November 1998. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
rajasthan,assembly-2023,assembly,Rajasthan Assembly · November 2023,2023-11-25,2028-11-24,complete,Single-phase poll on 25 November 2023. 199 ACs (Karanpur countermanded; held 5 January 2024). Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
rajasthan,general-2019,parliament,Rajasthan · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
rajasthan,general-2024,parliament,Rajasthan · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
sikkim,assembly-2009,assembly,Sikkim Assembly · April 2009,2009-04-30,2014-04-29,complete,32 ACs. Public page records polling on 30 April 2009; event id follows the public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
sikkim,assembly-2014,assembly,Sikkim Assembly · April 2014,2014-04-12,2019-04-11,complete,32 ACs. Public page records polling on 12 April 2014; event id follows the public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
sikkim,assembly-2019,assembly,Sikkim Assembly · April 2019,2019-04-11,2024-04-10,complete,32 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
sikkim,assembly-2024,assembly,Sikkim Assembly · April 2024,2024-04-19,2029-04-18,complete,"Held concurrently with Parliament 2024 phase 1 (single phase, 19 April 2024)."
sikkim,assembly-1985,assembly,Sikkim Assembly · May 1985,1985-05-03,1990-05-02,complete,32 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
sikkim,assembly-2004,assembly,Sikkim Assembly · May 2004,2004-05-10,2009-05-09,complete,28 contested ACs reported in the panel slice; public results include 32 assembly seats with several unopposed returns. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
sikkim,assembly-1989,assembly,Sikkim Assembly · November 1989,1989-11-26,1994-11-25,complete,32 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
sikkim,assembly-1994,assembly,Sikkim Assembly · November 1994,1994-11-16,1999-11-15,complete,32 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
sikkim,assembly-1979,assembly,Sikkim Assembly · October 1979,1979-10-12,1984-10-11,complete,32 ACs. Public page records polling on 12 October 1979; event id follows the public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
sikkim,assembly-1999,assembly,Sikkim Assembly · October 1999,1999-10-03,2004-10-02,complete,32 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
sikkim,general-2019,parliament,Sikkim · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
sikkim,general-2024,parliament,Sikkim · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
tamil-nadu,assembly-2021,assembly,Tamil Nadu Assembly · April 2021,2021-04-06,2026-05-07,complete,Single-phase poll on 6 April 2021. 234 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
tamil-nadu,assembly-1984,assembly,Tamil Nadu Assembly · December 1984,1984-12-01,1988-12-31,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-1991,assembly,Tamil Nadu Assembly · February 1991,1991-02-01,1996-01-31,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-1996,assembly,Tamil Nadu Assembly · February 1996,1996-02-01,2001-04-30,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-1989,assembly,Tamil Nadu Assembly · January 1989,1989-01-01,1991-01-31,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-1980,assembly,Tamil Nadu Assembly · June 1980,1980-06-01,1984-11-30,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-1971,assembly,Tamil Nadu Assembly · March 1971,1971-03-01,1977-09-30,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-2001,assembly,Tamil Nadu Assembly · May 2001,2001-05-01,2006-04-30,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-2006,assembly,Tamil Nadu Assembly · May 2006,2006-05-01,2011-04-30,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-2011,assembly,Tamil Nadu Assembly · May 2011,2011-05-01,2016-05-15,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,assembly-2016,assembly,Tamil Nadu Assembly · May 2016,2016-05-16,2021-04-05,complete,Single-phase poll on 16 May 2016. 232 ACs (Aravakurichi and Thanjavur countermanded; held 19 Nov 2016). Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
tamil-nadu,assembly-2026,assembly,Tamil Nadu Assembly · May 2026,2026-05-08,2031-05-07,complete,
tamil-nadu,assembly-1977,assembly,Tamil Nadu Assembly · October 1977,1977-10-01,1980-05-31,complete,Ingested from ECI Statistical Report Assembly Election panel CSV transcription.
tamil-nadu,general-2019,parliament,Tamil Nadu · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
tamil-nadu,general-2024,parliament,Tamil Nadu · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
telangana,assembly-2014,assembly,Telangana Assembly · April 2014,2014-04-30,2019-04-29,complete,"119 ACs. First Telangana Assembly election, held as phase 1 of the combined 2014 Andhra Pradesh/Telangana election before Telangana's formal statehood date. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4)."
telangana,assembly-2018,assembly,Telangana Assembly · December 2018,2018-12-07,2023-12-06,complete,119 ACs. Early election after the Assembly was dissolved in September 2018. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
telangana,assembly-2023,assembly,Telangana Assembly · November 2023,2023-11-30,2028-11-29,complete,"Single-phase poll on 30 November 2023; counting on 3 December 2023. Indian National Congress won 64 of 119 seats, defeating BRS (39) which had governed since the state's 2014 creation. Ingested from the legacy /full-statistical-reports/ static URL template."
telangana,general-2024,parliament,Telangana · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
tripura,assembly-1977,assembly,Tripura Assembly · December 1977,1977-12-31,1982-12-30,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,assembly-1988,assembly,Tripura Assembly · February 1988,1988-02-02,1993-02-01,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,assembly-1993,assembly,Tripura Assembly · February 1993,1993-02-15,1998-02-14,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,assembly-1998,assembly,Tripura Assembly · February 1998,1998-02-16,2003-02-15,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,assembly-2003,assembly,Tripura Assembly · February 2003,2003-02-26,2008-02-25,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,assembly-2008,assembly,Tripura Assembly · February 2008,2008-02-23,2013-02-22,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,assembly-2013,assembly,Tripura Assembly · February 2013,2013-02-14,2018-02-13,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
tripura,assembly-2018,assembly,Tripura Assembly · February 2018,2018-02-18,2023-02-17,complete,Single-phase poll on 18 February 2018. 60 ACs (Charilam countermanded; held 12 March 2018). Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
tripura,assembly-2023,assembly,Tripura Assembly · February 2023,2023-02-16,2028-02-15,complete,Single-phase poll on 16 February 2023. 60 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
tripura,assembly-1983,assembly,Tripura Assembly · May 1983,1983-05-01,1988-04-30,complete,60 ACs. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
tripura,general-2019,parliament,Tripura · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
tripura,general-2024,parliament,Tripura · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
uttar-pradesh,assembly-2007,assembly,Uttar Pradesh Assembly · April-May 2007,2007-04-07,2012-04-06,complete,403 ACs. Seven-phase poll from 7 April to 8 May 2007. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1974,assembly,Uttar Pradesh Assembly · February 1974,1974-02-24,1979-02-23,complete,424 ACs. Public page records polling on 24 and 26 February 1974; event id follows the public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1985,assembly,Uttar Pradesh Assembly · February-May 1985,1985-02-03,1990-02-02,complete,425 ACs. Public page records polling on 3 February and 3 May 1985; event id follows the first public polling month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-2002,assembly,Uttar Pradesh Assembly · February-March 2002,2002-02-01,2007-01-31,complete,403 ACs. First Uttar Pradesh Assembly election after the creation of Uttarakhand; public page records a February-March 2002 polling window. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-2012,assembly,Uttar Pradesh Assembly · February-March 2012,2012-02-08,2017-02-07,complete,403 ACs. Seven-phase poll from 8 February to 3 March 2012. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
uttar-pradesh,assembly-2017,assembly,Uttar Pradesh Assembly · February-March 2017,2017-02-11,2022-02-10,complete,Seven-phase poll: 11 Feb – 8 Mar 2017. 403 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
uttar-pradesh,assembly-2022,assembly,Uttar Pradesh Assembly · February-March 2022,2022-02-10,2027-02-09,complete,Seven-phase poll: 10 February – 7 March 2022. 403 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
uttar-pradesh,assembly-1977,assembly,Uttar Pradesh Assembly · June 1977,1977-06-10,1982-06-09,complete,425 ACs. Poll held on 10 June 1977 after the post-Emergency dissolution of the Assembly; event id follows the public polling month rather than the panel's October grouping. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1980,assembly,Uttar Pradesh Assembly · May 1980,1980-05-28,1985-05-27,complete,425 ACs. Public page records polling on 28 and 31 May 1980. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1991,assembly,Uttar Pradesh Assembly · May 1991,1991-05-01,1996-04-30,complete,419 contested ACs in the panel. Public page records year-level polling context; event id retains the panel month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1989,assembly,Uttar Pradesh Assembly · November 1989,1989-11-22,1994-11-21,complete,425 ACs. Public page records polling on 22 November 1989. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1993,assembly,Uttar Pradesh Assembly · November 1993,1993-11-01,1998-10-31,complete,423 contested ACs in the panel. Public page records polling in November 1993; event id follows that month. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttar-pradesh,assembly-1996,assembly,Uttar Pradesh Assembly · September-October 1996,1996-09-30,2001-09-29,complete,"424 contested ACs in the panel. Public page records polling on 30 September and 7 October 1996, with one constituency postponed after a candidate death; event id follows the first public polling month rather than the panel's July grouping. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3)."
uttar-pradesh,general-2019,parliament,Uttar Pradesh · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
uttar-pradesh,general-2024,parliament,Uttar Pradesh · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
uttarakhand,assembly-2002,assembly,Uttarakhand Assembly · February 2002,2002-02-14,2007-02-13,complete,"70 ACs. First Assembly election for the state, then named Uttaranchal. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3)."
uttarakhand,assembly-2007,assembly,Uttarakhand Assembly · February 2007,2007-02-21,2012-02-20,complete,69 contested ACs in the panel slice. Single-phase poll on 21 February 2007. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
uttarakhand,assembly-2017,assembly,Uttarakhand Assembly · February 2017,2017-02-15,2022-02-14,complete,Single-phase poll on 15 February 2017. 70 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
uttarakhand,assembly-2022,assembly,Uttarakhand Assembly · February 2022,2022-02-14,2027-02-13,complete,Single-phase poll on 14 February 2022. 70 ACs. Ingested from hand-downloaded ECI Section-10 Statistical Report XLSX.
uttarakhand,assembly-2012,assembly,Uttarakhand Assembly · January 2012,2012-01-30,2017-01-29,complete,70 ACs. Single-phase poll on 30 January 2012. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
uttarakhand,general-2019,parliament,Uttarakhand · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
uttarakhand,general-2024,parliament,Uttarakhand · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
west-bengal,assembly-1987,assembly,West Bengal Assembly · April 1987,1987-04-10,1992-04-09,complete,294 ACs. Poll held on 10 April 1987; event id follows the public polling month rather than the panel's March month token. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-1991,assembly,West Bengal Assembly · April 1991,1991-04-24,1996-04-23,complete,294 ACs. Poll held on 24 April 1991; event id follows the public polling month rather than the panel's February month token. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-2021,assembly,West Bengal Assembly · March-April 2021,2021-04-29,2026-04-28,complete,294 ACs in the final panel. Regular polling covered 292 seats across eight phases from 27 March to 29 April 2021; Samserganj and Jangipur polled later on 30 September after candidate deaths. Event id follows the regular election's final April polling day. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
west-bengal,assembly-1977,assembly,West Bengal Assembly · June 1977,1977-06-14,1982-06-13,complete,294 ACs. Poll held on 14 June 1977 after the post-Emergency dissolution of the Assembly. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-1982,assembly,West Bengal Assembly · May 1982,1982-05-19,1987-05-18,complete,294 ACs. Poll held on 19 May 1982. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-1996,assembly,West Bengal Assembly · May 1996,1996-05-13,2001-05-12,complete,294 ACs. Poll held on 13 May 1996; event id follows the public polling month rather than the panel's February month token. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-2001,assembly,West Bengal Assembly · May 2001,2001-05-10,2006-05-09,complete,294 ACs. Poll held on 10 May 2001. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-2006,assembly,West Bengal Assembly · April-May 2006,2006-05-08,2011-05-07,complete,294 ACs. Poll held in five phases from 17 April to 8 May 2006; event date uses the final polling day. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=3).
west-bengal,assembly-2011,assembly,West Bengal Assembly · April-May 2011,2011-05-10,2016-05-09,complete,294 ACs. Poll held in six phases from 18 April to 10 May 2011; event date uses the final polling day and event id follows the public polling month rather than the panel's February month token. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
west-bengal,assembly-2016,assembly,West Bengal Assembly · April-May 2016,2016-05-05,2021-05-04,complete,294 ACs. Poll held across seven voting dates from 4 April to 5 May 2016; event date uses the final polling day. Ingested from All_States_AE.csv via the statewise AE panel path (DelimID=4).
west-bengal,assembly-2026,assembly,West Bengal Assembly · April-May 2026,2026-05-08,2031-05-07,complete,
west-bengal,general-2019,parliament,West Bengal · Parliament 2019,2019-05-19,2024-05-23,complete,"National Parliament 2019 (seven-phase, 11 Apr - 19 May 2019; counted 23 May 2019). State slice of the all-India event general-2019. The state's MPs sent to the 17th Parliament; kept separate from the state Assembly per ADR-0023."
west-bengal,general-2024,parliament,West Bengal · Parliament 2024,2024-06-01,,complete,"National Parliament 2024 (multi-phase, 19 Apr - 1 Jun 2024; counted 4 Jun 2024). State slice of the all-India event general-2024. The state's MPs sent to the national Parliament; kept separate from the state Assembly per ADR-0023."
