legacy_path,topic_or_family,status,target_phase,replacement_indicator_id,replacement_facet_values,notes
datasets/reference/in/states/U08/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/U08/constituencies.json
datasets/elections/assembly/state=bihar/election=2005/,elections,split,R1.6-2026-06-15,,,"R1.6 Path A' Bihar 2005 catalogue identity rip: the single 'election=2005/' dir contained stacked Feb + Nov data (84 ACs where winner==runnerup, 28 with negative margin_pct). Split via backend/yen_gov/canonical/scripts/r16_bihar_2005_split.py (one-shot migration) by cross-referencing each on-disk row against the Layer-2 long-form 'datasets/data/datapoints/electoral/bihar_election_results.csv' which carries period_label=AcGenFeb2005|AcGenNov2005. New dirs: election=assembly-2005-feb/ + election=assembly-2005-nov/. The catalogue (datasets/taxonomy/election_events.json) now carries two S04 rows (assembly-2005-feb, assembly-2005-nov) replacing the single assembly-2005 row; the legacy slug 'assembly-2005' is preserved as an event_id_alias on the Nov row (Hans verdict: Nov is constitutionally consequential since it ended 15yr RJD rule). See TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md. target=datasets/elections/assembly/state=bihar/election=assembly-2005-{feb,nov}/"
#
# ----- ENERGY facet collapse (canonical->canonical, geo-facet PR TODO/20260616-geo-facet-dimension-column-plan.md)
# ----- 15 per-fuel geo/*.csv files consolidated into 3 faceted geo_by_fuel/*.csv (fuel_type dimension column).
datasets/data/datapoints/geo/installed-capacity-geographical-mw-coal.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-geographical-mw,"{""fuel_type"":""coal""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-geographical-mw.csv (fuel_type=coal).
datasets/data/datapoints/geo/installed-capacity-geographical-mw-gas.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-geographical-mw,"{""fuel_type"":""gas""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-geographical-mw.csv (fuel_type=gas).
datasets/data/datapoints/geo/installed-capacity-geographical-mw-hydro.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-geographical-mw,"{""fuel_type"":""hydro""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-geographical-mw.csv (fuel_type=hydro).
datasets/data/datapoints/geo/installed-capacity-geographical-mw-nuclear.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-geographical-mw,"{""fuel_type"":""nuclear""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-geographical-mw.csv (fuel_type=nuclear).
datasets/data/datapoints/geo/installed-capacity-geographical-mw-renewable.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-geographical-mw,"{""fuel_type"":""renewable""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-geographical-mw.csv (fuel_type=renewable).
datasets/data/datapoints/geo/installed-capacity-snapshot-mw-coal.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-snapshot-mw,"{""fuel_type"":""coal""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-snapshot-mw.csv (fuel_type=coal).
datasets/data/datapoints/geo/installed-capacity-snapshot-mw-gas.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-snapshot-mw,"{""fuel_type"":""gas""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-snapshot-mw.csv (fuel_type=gas).
datasets/data/datapoints/geo/installed-capacity-snapshot-mw-hydro.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-snapshot-mw,"{""fuel_type"":""hydro""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-snapshot-mw.csv (fuel_type=hydro).
datasets/data/datapoints/geo/installed-capacity-snapshot-mw-nuclear.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-snapshot-mw,"{""fuel_type"":""nuclear""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-snapshot-mw.csv (fuel_type=nuclear).
datasets/data/datapoints/geo/installed-capacity-snapshot-mw-renewable.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-snapshot-mw,"{""fuel_type"":""renewable""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-snapshot-mw.csv (fuel_type=renewable).
datasets/data/datapoints/geo/installed-capacity-mw-coal.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-mw,"{""fuel_type"":""coal""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-mw.csv (fuel_type=coal).
datasets/data/datapoints/geo/installed-capacity-mw-gas.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-mw,"{""fuel_type"":""gas""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-mw.csv (fuel_type=gas).
datasets/data/datapoints/geo/installed-capacity-mw-hydro.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-mw,"{""fuel_type"":""hydro""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-mw.csv (fuel_type=hydro).
datasets/data/datapoints/geo/installed-capacity-mw-nuclear.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-mw,"{""fuel_type"":""nuclear""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-mw.csv (fuel_type=nuclear).
datasets/data/datapoints/geo/installed-capacity-mw-renewable.csv,energy,consolidate,geo-facet-2026-06-16,installed-capacity-mw,"{""fuel_type"":""renewable""}",geo-facet PR: per-fuel canonical CSV collapsed into faceted geo_by_fuel/installed-capacity-mw.csv (fuel_type=renewable).
datasets/data/datapoints/geo/electricity-generation-gwh-coal.csv,energy,consolidate,d1-generation-2026-06-17,electricity-generation-gwh,"{""fuel_type"": ""coal""}",D1: per-fuel canonical CSV collapsed into faceted geo_by_fuel/electricity-generation-gwh.csv (fuel_type=coal).
datasets/data/datapoints/geo/electricity-generation-gwh-gas.csv,energy,consolidate,d1-generation-2026-06-17,electricity-generation-gwh,"{""fuel_type"": ""gas""}",D1: per-fuel canonical CSV collapsed into faceted geo_by_fuel/electricity-generation-gwh.csv (fuel_type=gas).
datasets/data/datapoints/geo/electricity-generation-gwh-hydro.csv,energy,consolidate,d1-generation-2026-06-17,electricity-generation-gwh,"{""fuel_type"": ""hydro""}",D1: per-fuel canonical CSV collapsed into faceted geo_by_fuel/electricity-generation-gwh.csv (fuel_type=hydro).
datasets/data/datapoints/geo/electricity-generation-gwh-nuclear.csv,energy,consolidate,d1-generation-2026-06-17,electricity-generation-gwh,"{""fuel_type"": ""nuclear""}",D1: per-fuel canonical CSV collapsed into faceted geo_by_fuel/electricity-generation-gwh.csv (fuel_type=nuclear).
datasets/data/datapoints/geo/electricity-generation-gwh-renewable.csv,energy,consolidate,d1-generation-2026-06-17,electricity-generation-gwh,"{""fuel_type"": ""renewable""}",D1: per-fuel canonical CSV collapsed into faceted geo_by_fuel/electricity-generation-gwh.csv (fuel_type=renewable).
datasets/data/datapoints/geo/india-thermal-capacity-retired-mw-coal.csv,energy,consolidate,d2-retired-2026-06-17,india-thermal-capacity-retired-mw,"{""fuel_type"": ""coal""}",D2: per-fuel canonical CSV collapsed into faceted geo_by_fuel/india-thermal-capacity-retired-mw.csv (fuel_type=coal).
datasets/data/datapoints/geo/india-thermal-capacity-retired-mw-gas.csv,energy,consolidate,d2-retired-2026-06-17,india-thermal-capacity-retired-mw,"{""fuel_type"": ""gas""}",D2: per-fuel canonical CSV collapsed into faceted geo_by_fuel/india-thermal-capacity-retired-mw.csv (fuel_type=gas).
datasets/data/datapoints/geo/oil-product-consumption-kt-diesel-hsd.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""diesel-hsd""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=diesel-hsd).
datasets/data/datapoints/geo/oil-product-consumption-kt-kerosene.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""kerosene""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=kerosene).
datasets/data/datapoints/geo/oil-product-consumption-kt-lpg.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""lpg""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=lpg).
datasets/data/datapoints/geo/oil-product-consumption-kt-naphtha.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""naphtha""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=naphtha).
datasets/data/datapoints/geo/oil-product-consumption-kt-others.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""others""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=others).
datasets/data/datapoints/geo/oil-product-consumption-kt-petrol.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""petrol""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=petrol).
datasets/data/datapoints/geo/oil-product-consumption-kt-petroleum-coke.csv,energy,consolidate,oil-product-2026-06-18,oil-product-consumption-kt,"{""product"": ""petroleum-coke""}",Path A: per-product canonical CSV collapsed into faceted geo_by_product/oil-product-consumption-kt.csv (product=petroleum-coke).
