source_id,producer,title,vintage,url
src-cb5a1a546e33,Wikipedia,List of Chief Ministers of Jammu and Kashmir (UT),operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Jammu_and_Kashmir
src-cba8334fedc5,NITI Aayog India Climate & Energy Dashboard,"Oil Product Consumption State-wise API (per-state fiscal-year refined-petroleum-product consumption, by product)",2024-25,https://icedapi.niti.gov.in/energy/fuel-sources/oil/consumptionStateProductTrend
src-cbafd828698c,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Karnataka, 2004",2004,
src-cbd0cce08734,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Maharashtra, 1985",1985,
src-cc4613f255cb,Wikipedia,List of Chief Ministers of Arunachal Pradesh,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Arunachal_Pradesh
src-85c74b162cce,Election Commission of India,General Election to Lok Sabha 2014,2014,
src-cfea7c9e8ffd,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Bihar, 2015",2015,
src-d032a31fc06c,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1995",1995,
src-d3f934ea3334,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Meghalaya, 1988",1988,
src-d46bfea67787,Wikipedia,List of Chief Ministers of Jharkhand,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Jharkhand
src-d5163ef3d822,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Bihar, 1977",1977,
src-d58450b62404,DataMeet India Maps Project,datameet/maps Admin2 boundary bundle,operator-snapshot-2026-05,https://github.com/datameet/maps
src-d5fb5fb008fc,Wikipedia,2020 Bihar Legislative Assembly election,2020-11,https://en.wikipedia.org/wiki/2020_Bihar_Legislative_Assembly_election
src-d6182f5de7f8,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1985",1985,
src-d623fb55f089,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of NCT of Delhi, 1977",1977,
src-d72503dc3f96,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1993",1993,
src-d8686bdd3a3d,Wikipedia,List of Chief Ministers of Sikkim,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Sikkim
src-d94c4278aaa1,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Manipur, 2000",2000,
src-d98dc531ef7e,"Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying, Government of India",Bharat Pashudhan — Owner Registration & Land Holding (district-wise),2024-25,https://bharatpashudhan.gov.in/
src-d99566133a22,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Himachal Pradesh, 1985",1985,
src-da5e656dc5cc,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S27 AcGenNov2024,AcGenNov2024,https://www.eci.gov.in/eci-backend/public//all_files/election_report/Jharkhand_Legislative_Assembly_Election__2024_2024/10-Detailed_Results_1744892172.xlsx
src-dbe5e5b8729b,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Manipur, 1995",1995,
src-dbf28a8e250e,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S24 AcGenFeb2017,AcGenFeb2017,
src-dc1cef63c582,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Haryana, 2005",2005,
src-dceaba6acddd,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Mizoram, 1979",1979,
src-dd198808d341,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S01 AcGenJun2024,AcGenJun2024,https://www.eci.gov.in/eci-backend/public/all_files/AE-2024-statistical-report-AP/10-Detailed-Results.xlsx
src-dd9a268e3517,yashveeeeeeer/india-geodata,India national silhouette (SoI-derived),operator-snapshot-2026-05,https://github.com/yashveeeeeeer/india-geodata
src-ddbfadd51428,NITI Aayog India Climate & Energy Dashboard,"Generation Metatable API (state-wise electricity generation, by fuel)",2024-25,https://iced.niti.gov.in/energy/electricity/generation
src-de4f2a7d0a0c,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S14 AcGenMar2017,AcGenMar2017,
src-deade8ef136d,Wikipedia,List of Chief Ministers of Odisha,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Odisha
src-e0626b62fc74,Wikipedia,List of Chief Ministers of Chhattisgarh,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Chhattisgarh
src-e08fc8e92a25,Wikipedia,List of Chief Ministers of Haryana,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Haryana
src-e0b2a084d204,NITI Aayog India Climate & Energy Dashboard,"Plant Pipeline Info National API (national under-construction generation capacity by expected commissioning calendar-year, by status, GW)",2026-05-27,https://iced.niti.gov.in/energy/electricity/capacity/upcoming
src-e1ba8e60ae55,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Nagaland, 1989",1989,
src-e303c6d8e9fb,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Bihar, 2010",2010,
src-e3bfe1902b4e,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1962",1962,
src-e48294bfc770,Wikipedia,List of Chief Ministers of Tripura,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Tripura
src-e51be8a1d3fe,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Mizoram, 1978",1978,
src-e54f471501ac,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Chhattisgarh, 2003",2003,
src-e75a1bafaff0,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Sikkim, 2004",2004,
src-e7e597f4e81b,Wikipedia,List of Chief Ministers of Odisha,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Odisha
src-e9ddf700849d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tripura, 1998",1998,
src-ea20b374916b,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Meghalaya, 2013",2013,
src-ebf510d59dea,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Punjab, 1977",1977,
src-ed0d4ad3ce72,Election Commission of India,Statistical Report Section 10 (Detailed Results) — U07 AcGenMay2016,AcGenMay2016,
src-ed2768b94737,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S04 AcGenNov2020,AcGenNov2020,
src-ed27abce4b67,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Haryana, 1982",1982,
src-ed5cdfa10c00,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Haryana, 1977",1977,
src-edd45a80fe58,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 2004",2004,
src-edde438a4885,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 2001",2001,
src-ee56712946b8,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Rajasthan, 1998",1998,
src-eec71199419f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Punjab, 2007",2007,
src-ef2fd78befd5,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 1995",1995,
src-efde9ed05ca4,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Assam, 2011",2011,
src-f02858df5f42,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1990",1990,
src-f0f2a0332427,Wikipedia,List of Chief Ministers of Karnataka,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Karnataka
src-f1c44ad28edb,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 2008",2008,
src-f3b63ed575e8,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S10 AcGenMay2018,AcGenMay2018,
src-f4d9506c4aec,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 1971",1971,
src-f4e05ebbff66,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Puducherry, 2001",2001,
src-f5fa33ba82de,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Chhattisgarh, 2013",2013,
src-f7ce9960caba,Reserve Bank of India,Handbook of Statistics on Indian States — Table 141: State-wise Power Requirement,2024-25,https://rbi.org.in/Scripts/PublicationsView.aspx?id=22512
src-6e952de88bcd,Election Commission of India,General Election to Lok Sabha 2004,2004,
src-f93a139da605,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Manipur, 2002",2002,
src-fa1aba648c1e,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S25 AcGenMay2026,AcGenMay2026,https://www.eci.gov.in/eci-backend/public//all_files/election_report/General_Election_to_the_Legislative_Assembly_of_West_Bengal_2026_2026/10-Detailed_Results_1778165388.xlsx
src-fad57435c58f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 1985",1985,
src-fb06a08e4534,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S14 AcGenMar2022,AcGenMar2022,
src-fb1694ab6a11,"Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying, Government of India",Bharat Pashudhan — Breeding Interventions ABIP+RGM (district-wise),2024-25,https://bharatpashudhan.gov.in/
src-fb26420035f0,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Punjab, 2002",2002,
src-fbbf5f3f0a1a,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Puducherry, 1991",1991,
src-fd152bd3c6c6,NITI Aayog India Climate & Energy Dashboard,Retired Thermal Capacity Plants Dashboard (national fiscal-year retired generating capacity by fuel),2024-25,https://icedapi.niti.gov.in/v1/retired-capacity-plants
src-fd5fcb61c787,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 2002",2002,
src-fe07acd6d598,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Goa, 2002",2002,
src-fe5c0a56f686,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Haryana, 2009",2009,
src-fea3ca50a5e2,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Haryana, 2014",2014,
src-feaa0f5df7fd,Wikipedia,List of Chief Ministers of Uttar Pradesh,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Uttar_Pradesh
src-ff0e2853d3c7,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Rajasthan, 1993",1993,
src-ff4d01017475,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S18 AcGenJun2024,AcGenJun2024,https://www.eci.gov.in/eci-backend/public/all_files/AE-2024-statistical-report-OR/10-Detailed-Results.xlsx
src-ff8f98360b1b,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Assam, 2001",2001,
